序号,单词,音标,释义
669,vital,/?va?t?l/,极其重要的，必不可少的  extremely important and necessary for something to succeed or exist
670,foolhardy,/?fu?   l?hɑ?   d?/,"鲁莽的，蛮干的  foolishly adventurous and bole：rash, reckless"
671,stalemate,/?ste?l?me?t/,僵局  deadlock
672,salvo,/'s?lv?/,"1.  齐射  A salvo is the firing of several guns or missiles at the same time in a battle or ceremony.
2.  猛烈抨击  A salvo of angry words is a lot of them spoken or written at about the same time."
673,reprobate,/?r?pr???be?t/,"批评,  谴责  to condemn strongly as unworthy, unacceptable, or evil"
674,descendant,/d??s?nd?nt/,"后代,  后裔  Someone's descendants are the people in later generations who are related to them."
675,hoodwink,/'hudwi?k/,"欺诈;  哄骗  If someone hoodwinks you, they trick or deceive you."
676,ruffle,/?r?f?l/,使有点生气，使略为不快  to offend or upset someone slightly
677,privilege,/?pr?v?l?d?/,(某人、某团体拥有的)  特权  A privilege is a special right or advantage that only one person or group has.
678,zany,/?ze?n?/,古怪的;  滑稽可笑的  Zany humour or a zany person is strange or eccentric in an amusing way.
679,preposterous,/pr??p?st?r?s/,荒唐的，荒谬绝伦的  completely unreasonable or silly：absurd
680,befuddle,/bi'f?dl/,"使困惑  to confuse, perplex"
681,rebellion,/r??b?lj?n/,"叛乱   A  rebellion  is a  violent  organized  action  by  a  large  group  of  people  who  are  trying  to  change  their
country's political system."
682,subterfuge,/?s?bt??fju?   d?/,"花招，诡计，手段  a secret trick or slightly dishonest way of doing something, or the use of this"
683,ridiculous,/r??d?kj?l?s/,愚蠢的；荒唐的，可笑的  very silly or unreasonable
684,craven,/?kre?v?n/,懦弱的，胆小的  completely lacking courage：cowardly
685,scold,/sk??ld/,"责骂，斥责(小孩) to angrily criticize someone, especially a child, about something they have done"
686,sheepish,/??i?   p??/,"1.  绵羊似的,  驯服的,  胆小的,  愚蠢的  resembling a sheep in meekness, stupidity, or timidity
2.  局促不安的，窘迫的，尴尬的   slightly  uncomfortable  or embarrassed  because  you know  that  you have
done something silly or wrong"
687,defame,/d??fe?m/,诽谤，中伤，诬蔑  to damage the good reputation of someone; slander or libel
688,wobble,/?w?b?l/,"1.  摇晃，摇摆  to move unsteadily from side to side
2.  摇摆不定，犹豫  to hesitate or waver between different courses     of action; vacillate"
689,valiant,/?v?lj?nt/,"(尤指在困境中)  勇敢的，英勇的  very brave, especially in a difficult situation：courageous"
690,insufficient,/??ns??f???nt/,"不足的，不够的  not enough, or not great enough"
691,expurgate,/'eksp?:ɡeit/,"(作品出版前因考量内容尺度而做的)删减   If  someone expurgates  a  piece of  writing,  they  remove parts of it
before it is published because they think those parts will offend or shock people."
692,chaffing,/'t??fi?/,玩笑  light-hearted teasing or joking; banter
693,sarcastic,/sɑ?   ?k?st?k/,"讽刺的,  挖苦的,  嘲笑的  marked by or given to using irony in order to mock or convey contempt"
694,fulminate,/?f?lm??ne?t/,怒斥；严厉谴责  to criticize someone or something angrily
695,ravenous,/?r?v?n?s/,"贪婪的，  贪吃的  very eager or greedy for food, satisfaction, or gratification：voracious"
696,dormant,/?d??   m?nt/,"休眠的  Something that is dormant is not active, growing, or being used at the present time but is capabl
of becoming active later on."
697,sneer,/sn??/,"冷笑；嘲笑；讥讽  to smile or speak in a very unkind way that shows you have no respect for someone or
something"
698,conciliate,/k?n?s?l??e?t/,"安抚； 调停    to  do  something  to  make  people  more  likely  to  stop  arguing,  especially  by  giving  them
something they want"
699,secular,/?s?kj?l?/,世俗的，非宗教的；不受教会管辖的  not connected with or controlled by a church or other religious authority
700,baffling,/'b?fli?/,令人困惑的  making great mental demands; hard to comprehend or solve or believe
701,nefarious,/n??f??r??s/,极度邪恶的，极恶毒的  evil or immoral
702,a host of,/h??st/,大量的  A host of things is a lot of them.
703,parable,/?p?r?b?l/,"(道德说教性的)寓言；比喻  a short simple story that teaches a moral or religious lesson, especially one of the stories told by Jesus in the Bible"
704,satiric,/s??t?r?k/,"讽刺的；讥讽的  Satiric means the same as satirical. A satirical drawing, piece of writing, or comedy show is
one in which humour or exaggeration is used to criticize something."
705,inadequate,/?n??d?kw?t/,"(对某一特定目的而言)不够好的，不足的，不强的   not  good  enough,  big  enough,  skilled  enough  etc  for  a
particular purpose"
706,raspy,/?rɑ?   sp?/,"刺耳的;  粗嘎的;  嘶哑的  If someone has a raspy voice, they make rough sounds as if they have a sore throat
or have difficulty in breathing."
707,grating,/?ɡre?t??/,刺耳的  A grating sound is harsh and unpleasant.
708,temporary,/?t?mp?r?r?/,暂时的，临时的  continuing for only a limited period of time
709,quarrelsome,/?kw?r?ls?m/,喜欢争吵的；好争论的  someone who is quarrelsome quarrels a lot with people：argumentative
710,deficient,/d??f???nt/,"缺乏的;  不足的  If someone or something is deficient in a particular thing, they do not have the full amount
of it that they need in order to function normally or work properly."
711,bedizen,/bi'diz?n/,华丽而俗气地打扮或装饰  to dress or decorate gaudily or tastelessly
712,sleight,/slait/,灵巧，熟练；巧妙  skill; dexterity
713,insurgence,/in's?:d??ns/,"反叛;  起义;  暴乱  rebellion, uprising, or riot"
714,reticent,/?r?t?s?nt/,寡言的，不愿多谈的  unwilling to talk about what you feel or what you know：reserved
715,ominous,/??m?n?s/,"( 使人感到)   不吉利的， 不祥的   making  you  feel  that  something  bad  is  going  to  happen ： portentous,
inauspicious"
716,providence,/?pr?v?d?ns/,"1.  天意，天命  a force which is believed by some people to control what happens in our lives and to protect us
2.  远见,  远虑,  节俭  timely preparation for future eventualities, especially by saving money for the future"
717,stint,/st?nt/,吝惜，节制  to be frugal or miserly towards (someone) with (something)
718,virulent,/'v?r?l?nt/,"1. (毒物)剧毒的；(疾病)迅速致命的  a poison, disease etc that is virulent is very dangerous and affects people very quickly
2.  充满仇恨的，刻毒的，恶毒的(含贬义) full  of hatred for something,  or expressing this  in a  strong  way  –
used to show disapproval"
719,mudslinging,/?m?d?sl????/,"诽谤;  中伤  If you accuse someone of mudslinging, you are accusing them of making insulting, unfair, and
damaging remarks about their opponents."
720,reflection,/r??fl?k??n/,思考  careful thought about something
721,delectable,/d??l?kt?b?l/,美味的；好闻的  extremely pleasant to taste or smell：delicious
722,wreckage,/?r?k?d?/,"(飞机、船只、建筑物等被毁后的)残骸  the parts of something such as a plane, ship, or building that are left
after it has been destroyed in an accident"
723,penury,/?p?nj?r?/,贫穷，贫困  the state of being very poor：poverty
724,avid,/??v?d/,"热切的,  热衷的  having or showing a keen interest in or enthusiasm for something"
725,jollity,/?d??l?t?/,"高兴,  快乐  the quality or state of being jolly, merriment"
726,scoff,/sk?f/,"嘲笑    If  you  scoff  at  something,  you  speak  about  it  in  a  way  that  shows  you  think  it  is  ridiculous  or
inadequate."
727,fretful,/'fretful/,"苦恼的,  烦躁的,  恼怒的  feeling or expressing distress or irritation"
728,litigious,/l??t?d??s/,"好争论的  disputatious, contentious"
729,acquisitive,/??kw?z?t?v/,贪得无厌的  having a strong desire to own or acquire more things
730,incense,/'insens/,使某人十分愤怒       to make sb very angry
731,digression,/dai'ɡre??n/,离题  a turning aside (of your course or attention or concern)：excursion
732,becalm,/bi'kɑ:m/,"1.  使(帆船)因无风而停航  to leave (a sailing ship) unable to move through lack of wind
2.  使平静,  使得镇定,  使停滞  to make calm or steady"
733,perdition,/p??d???n/,彻底毁灭[失败] complete destruction or failure
734,insolence,/'ins?l?ns/,傲慢；无礼  rude and not showing respect
735,translucent,/tr?nz?lu?   s?nt/,"半透明的  not transparent, but clear enough to allow light to pass through"
736,long-winded,/?l?? 'w?nd?d/,"冗长的;   啰嗦的   If  you  describe  something  that  is  written  or  said  as  long-winded,  you  are  critical  of  it
because it is longer than necessary."
737,dispatch,/d??sp?t?/,迅速处理，快速办妥  to deal with someone or to finish a job quickly and effectively
738,fidelity,/f??d?l?t?/,"忠诚  Fidelity is loyalty to a person, organization, or set of beliefs."
739,euphoric,/ju?   ?f?r?k/,"狂喜的  If you are euphoric, you feel intense happiness and excitement."
740,dogged,/?d?ɡ?d/,"坚持不懈的，顽强的，不屈不挠的  dogged behaviour shows that you are very determined to continue doing
something"
741,bent,/b?nt/,天赋，特长；特别的爱好  special natural skill or interest in a particular area
742,annihilation,"/?,nai?'lei??n/","1.  毁灭  complete destruction or obliteration
2.  溃败  total defeat"
743,combination,/?k?mb??ne???n/,"混合，合并  the process of putting, using, or mixing things together"
744,impressionable,/?m?pr???n?b?l/,"(尤因年轻而)易受影响的   someone  who  is impressionable  is  easily  influenced,  especially  because they  are
young"
745,extermination,"/ik,st?:mi'nei??n/",消灭；根绝  complete annihilation：extinction
746,deceit,/d??si?   t/,"欺骗,  欺诈   the  action  or  practice  of  deceiving  or  misleading  someone  by  concealing  or  misrepresenting
the truth"
747,drowsy,/?dra?z?/,"昏昏欲睡的  If you feel drowsy, you feel sleepy and cannot think clearly."
748,disconcert,/?d?sk?n?s??   t/,"使焦虑/困惑/尴尬     If something disconcerts you, it makes you feel anxious, confused, or embarrassed"
749,presumptuous,/pr??z?mptj??s/,放肆的；冒昧的；唐突的  doing something that you have no right to do and that seems rude
750,wrath,/r?θ/,愤怒，狂怒  extreme anger
751,tremulous,/?tr?mj?l?s/,"1.  震颤的,  颤抖的  shaking or quivering slightly
2.  胆小的,  腼腆的,  紧张的  timid; nervous"
752,obedient,/??bi?   d??nt/,"服从的，顺从的，听话的  always doing what you are told to do, or what the law, a rule etc says you must do"
753,slaughter,/?sl??   t?/,大屠杀  the killing of a large number of people or animals in a cruel or violent way; massacre
754,reprove,/r??pru?   v/,责备，责难，指责  to criticize someone for something that they have done
755,absurd,/?b?s??   d/,荒谬的，荒唐的，愚蠢的  completely stupid or unreasonable：ridiculous
756,badinage,/?b?d??nɑ?   ?/,戏谑，揶揄，打趣  conversation that involves a lot of jokes or humour
757,morass,/m??r?s/,困境；陷阱  a complicated and confusing situation that is very difficult to get out of
758,cacophony,/k??k?f?n?/,刺耳的嘈杂声  a loud unpleasant mixture of sounds
759,compendious,/k?m'pendi?s/,扼要的;  简要的  containing or stating the essentials of a subject in a concise form; succinct
760,chide,/t?a?d/,"斥责  If you chide someone, you speak to them angrily because they have done something bad or foolish."
761,subscribe,/s?b?skra?b/,"同意，赞同；支持  if you subscribe to an idea, you agree with it or support it"
762,recognized,/'r?k?g'na?zd/,公认的  generally approved or compelling recognition
763,hidden,/?h?d?n/,隐秘的;  隐藏的  kept out of sight; concealed
764,drab,/dr?b/,"单调乏味的  If you describe something as drab, you think that it is dull and boring to look at or experience."
765,effervescent,/??f??v?s?nt/,"1. (液体)起泡的  An effervescent liquid is one that contains or releases bubbles of gas.
2.   活泼快乐的;   兴高采烈的      If  you  describe  someone  as  effervescent,  you  mean  that  they  are  lively,
entertaining, enthusiastic, and exciting."
766,contemptuous,/k?n?t?mptj??s/,"轻蔑的， 鄙视的； 傲慢不恭的   manifesting,  feeling,  or  expressing  deep  hatred  or  disapproval  feeling  or
showing contempt：scornful"
767,plethoric,/ple'θ?rik/,过多的；过剩的  excessively abundant
768,pan,/p?n/,"严厉批评(电影、戏剧等) to strongly criticize a film, play etc in a newspaper or on television or radio"
769,demolish,/d??m?l??/,"1.  拆毁，毁掉(建筑物) to completely destroy a building
2.  推翻，驳倒(某个观点) to prove that an idea or opinion is completely wrong"
770,hypercritical,/?ha?p??kr?t?k?l/,吹毛求疵的  excessively or severely critical; carping; captious
771,tremendous,/tr??m?nd?s/,"极大的，巨大的  extremely large in amount, extent, or degree; enormous"
772,wrongdoing,/?r???du?   ??/,不法行为；不道德行为  illegal or immoral behaviour
773,ossified,/??s??fa?d/,"1.  已骨化的  converted into bone
2.  僵化的，固执的，极端保守的  to become hardened or conventional and opposed to change"
774,omen,/???m?n/,"预兆  If you say that something is an omen, you think it indicates what is likely to happen in the future and
whether it will be good or bad."
775,derisive,/d??ra?s?v/,"嘲弄的，讥讽的  showing that you think someone or something is stupid, unimportant, or useless"
776,allay,/??le?/,"减轻；使缓和  to make something, especially a feeling, less strong"
777,caustic,/?k??   st?k/,"1. (物质)苛性的，腐蚀性的  a caustic substance can burn through things by chemical action
2.  ( 语言) 尖刻的， 讽刺的   a  caustic  remark  criticizes  someone  in  a  way  that  is  unkind  but  often  cleverly
humorous：acerbic"
778,iota,/a????t?/,"极微小,  一点儿,  些微  an extremely small amount"
779,wary,/?w??r?/,"小心的;   提防的   If  you  are  wary  of  something  or  someone,  you  are  cautious  because  you  do  not  know
much about them and you believe they may be dangerous or cause problems."
780,peeve,/pi?   v/,"怨恨;  触怒  If something is your peeve or your pet peeve, it makes you particularly irritated or angry."
781,principal,/?pr?ns?p?l/,"最重要的，首要的；主要的  most important, consequential, or influential"
782,debauch,/d??b??   t?/,"使 堕 落 ； 使 放 纵    to  make  someone  behave  in  an  immoral  way,  especially  by  giving  them  their  first
experience of sex, alcohol, or illegal drugs"
